,Process variables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0.241429999,3647.199951,4530.899902,9.304499626,26.875,42.03699875,2720.399902,75.44599915,120.4000015,0.343829989,80.0510025,49.14799881,2649.899902,24.95499992,48.52000046,3115.300049,23.28800011,65.65599823,232.7100067,343.1700134,94.57499695,77.70300293,31.82699966,8.573200226,26.50499916,6.759799957,18.49799919,1.621199965,33.18500137,13.70400047,24.86899948,1.288699985,18.4279995,2.251899958,4.741799831,2.274499893,0.027193001,0.814419985,0.099767998,54.61899948,43.10800171,63.57899857,53.7480011,23.6439991,61.48500061,22.99799919,41.00299835,35.59199905,43.10800171,47.81100082,41.75899887,17.23500061
168,0.268700004,3711.100098,4556,9.331800461,27.06999969,42.13600159,2720.600098,75.8809967,120.4100037,0.328209996,80.09500122,49.87900162,2650,24.85199928,50.26200104,3117.199951,23.40500069,65.73799896,231.0899963,342.6099854,94.35600281,77.26799774,32.22100067,8.90170002,26.9260006,6.750199795,18.23999977,1.646399975,32.69400024,13.77099991,24.22400093,1.279700041,18.08499908,2.246900082,4.739200115,2.207400084,0.027193001,0.814419985,0.099767998,54.61899948,43.10800171,63.6780014,53.93799973,26.52899933,61.0719986,22.8220005,38.23699951,37.74499893,47.14099884,47.94599915,41.02600098,16.96999931
169,0.268929988,3718.600098,4560.600098,9.417699814,27.12400055,42.5340004,2720.399902,74.73999786,120.4000015,0.325199991,80.02500153,50.18000031,2649.100098,21.56699944,51.57600021,3117.800049,22.66399956,65.72799683,232.5,342.2799988,94.43499756,77.61000061,32.22100067,8.90170002,26.9260006,6.750199795,18.23999977,1.646399975,32.69400024,13.77099991,24.22400093,1.279700041,18.08499908,2.246900082,4.739200115,2.207400084,0.027193001,0.814419985,0.099767998,54.61899948,43.10800171,63.54800034,53.88399887,26.50600052,60.83800125,22.5529995,38.60499954,38.63000107,50.18099976,47.81399918,41.7840004,18.70299911
170,0.232679993,3724,4593.399902,9.353699684,27.02599907,42.57500076,2716.199951,75.16100311,120.4000015,0.335660011,79.7480011,49.02399826,2645.300049,24.51300049,49.9280014,3114.100098,23.11300087,65.74199677,228.6199951,342.6799927,94.26399994,76.63200378,31.94199944,8.763199806,27.125,6.967599869,18.39299965,1.638900042,33.08200073,13.65699959,24.37999916,1.317899942,18.22800064,2.25999999,4.961800098,2.272399902,0.0046288,0.840470016,0.093316004,54.16199875,44.57600021,63.6590004,54.19300079,22.91900063,61.33300018,22.52300072,38.99200058,35.22800064,46.36700058,47.60400009,41.44400024,17.71800041
171,0.234349996,3726.600098,4579.700195,9.227999687,27.16900063,42.26499939,2713.399902,75.55799866,120.3899994,0.332850009,79.48699951,48.73899841,2642.399902,25.99399948,52.3219986,3109.800049,22.29999924,65.60900116,230.3999939,342.3699951,94.62599945,76.5759964,31.94199944,8.763199806,27.125,6.967599869,18.39299965,1.638900042,33.08200073,13.65699959,24.37999916,1.317899942,18.22800064,2.25999999,4.961800098,2.272399902,0.0046288,0.840470016,0.093316004,54.16199875,44.57600021,63.61399841,54.35699844,22.75399971,63.38600159,22.56599998,39.33499908,34.38999939,51.90800095,47.20800018,41.56700134,19.69300079
172,0.262059987,3653.5,4539.399902,9.333600044,26.65999985,42.00099945,2714,76.02799988,120.3899994,0.317609996,79.65499878,49.8769989,2642.800049,26.50200081,48.84600067,3109.399902,22.62899971,65.52899933,228.9900055,342.3200073,94.45999908,77.13400269,32.10400009,8.935600281,26.57999992,6.968400002,18.86300087,1.641899943,32.45700073,13.8739996,24.51300049,1.174499989,18.29000092,2.236399889,4.829899788,2.237299919,0.0046288,0.840470016,0.093316004,54.16199875,44.57600021,62.98699951,54.54199982,25.56299973,61.56999969,22.68400002,37.99700165,37.73899841,43.86199951,47.09999847,41.51900101,18.88599968
173,0.261979997,3668.600098,4536.100098,9.349900246,26.97299957,42.27999878,2715.100098,75.41200256,120.3899994,0.318910003,79.78800201,49.67599869,2644.199951,25.79199982,49.84600067,3110.800049,23.03700066,65.51899719,230.3800049,342.5,94.80500031,77.20300293,32.10400009,8.935600281,26.57999992,6.968400002,18.86300087,1.641899943,32.45700073,13.8739996,24.51300049,1.174499989,18.29000092,2.236399889,4.829899788,2.237299919,0.0046288,0.840470016,0.093316004,54.16199875,44.57600021,62.72700119,54.58100128,25.5720005,61.80500031,22.75699997,37.83800125,37.14699936,46.1780014,46.74100113,40.67599869,17.91500092
174,0.24707,3642.399902,4472.200195,9.246700287,26.69599915,42.36199951,2715.100098,75.43000031,120.4300003,0.342810005,80.02500153,49.94900131,2645.199951,24.03199959,49.85800171,3110,21.61100006,65.54000092,227.8800049,342.4500122,94.45899963,77.61499786,32.27299881,8.848899841,26.54899979,6.93170023,18.38100052,1.649399996,33.22000122,13.80200005,24.43099976,1.222100019,17.94099998,2.290999889,4.786099911,2.236000061,0.0046288,0.840470016,0.093316004,54.16199875,44.57600021,63.09000015,54.2159996,24.28199959,60.82300186,22.9109993,40.63899994,37.95100021,46.20500183,46.72499847,41.47999954,21.26399994
175,0.245910004,3637.5,4463.299805,9.319899559,26.64299965,42.68500137,2711.699951,75.03700256,120.3600006,0.34533,79.76699829,50.42499924,2639.600098,25.91600037,52.37099838,3110.199951,22.28700066,65.5739975,229.9600067,341.9100037,94.78199768,76.99500275,32.27299881,8.848899841,26.54899979,6.93170023,18.38100052,1.649399996,33.22000122,13.80200005,24.43099976,1.222100019,17.94099998,2.290999889,4.786099911,2.236000061,0.0081833,0.838880002,0.096288003,54.2140007,44.04000092,63.17499924,54.3219986,24.39599991,59.90200043,22.0890007,40.33200073,39.35100174,52.02199936,46.95199966,40.35200119,19.71199989
176,0.230989993,3665.899902,4522.799805,9.310199738,26.99399948,42.36700058,2713.300049,74.75800323,120.4100037,0.334600002,79.88500214,52.1780014,2641.600098,23.84000015,50.01300049,3110.699951,23.02099991,65.56700134,231,341.0899963,94.61299896,77.22899628,32.17200089,8.840299606,26.75099945,6.648099899,18.40399933,1.64260006,32.9980011,13.90699959,24.31999969,1.417500019,18.35899925,2.264699936,4.816999912,2.214799881,0.0081833,0.838880002,0.096288003,54.2140007,44.04000092,62.94300079,54.81900024,22.65699959,61.02199936,22.27599907,39.74300003,44.50799942,46.56299973,46.90399933,42.40000153,17.95299911
177,0.231659994,3665.100098,4565.799805,9.348600388,26.91399956,42.31800079,2713.600098,75.24099731,120.4100037,0.334369987,79.99500275,48.14699936,2643,23.27799988,48.50699997,3110.300049,23.1420002,65.58899689,229.4600067,341.6199951,94.6969986,77.34400177,32.17200089,8.840299606,26.75099945,6.648099899,18.40399933,1.64260006,32.9980011,13.90699959,24.31999969,1.417500019,18.35899925,2.264699936,4.816999912,2.214799881,0.0081833,0.838880002,0.096288003,54.2140007,44.04000092,62.95800018,54.30400085,22.5909996,59.59700012,22.39800072,39.77099991,32.64799881,43.08000183,47.08599854,41.3219986,17.65399933
178,0.241080001,3716.899902,4558.600098,9.106300354,27.00600052,42.49300003,2711.100098,76.25299835,120.3899994,0.344760001,79.90200043,50.26599884,2639,24.16799927,49.51699829,3110.100098,23.78499985,65.625,227.5500031,340.7000122,94.5490036,77.1269989,32.01399994,8.820899963,27.05999947,6.923600197,19.18700027,1.636899948,32.05199814,13.86100006,24.09199905,1.167999983,18.4109993,2.237999916,4.78550005,2.267499924,0.0081833,0.838880002,0.096288003,54.2140007,44.04000092,64.63999939,54.40000153,23.51600075,63.38399887,21.66600037,41.34000015,38.88299942,45.41600037,47.29899979,41.22499847,16.14500046
179,0.240199998,3738.899902,4547.799805,9.202599525,26.94499969,42.26699829,2711.300049,74.70999908,120.4199982,0.345490009,80.0490036,48.88700104,2640.5,27.16900063,48.27700043,3108.699951,23.40399933,65.63600159,228.2299957,341.019989,94.40100098,77.20300293,32.01399994,8.820899963,27.05999947,6.923600197,19.18700027,1.636899948,32.05199814,13.86100006,24.09199905,1.167999983,18.4109993,2.237999916,4.78550005,2.267499924,0.0081833,0.838880002,0.096288003,54.2140007,44.04000092,64.26100159,54.52899933,23.60300064,60.11500168,22.31999969,41.25099945,34.82600021,42.54600143,47.28099823,42.01200104,17.04700089
180,0.256000012,3690.800049,4488.299805,9.142900467,26.79299927,42.39099884,2707.399902,75.28600311,120.3700027,0.340640008,80.02700043,48.63700104,2635.800049,23.34000015,50.4070015,3106.800049,22.64999962,65.6740036,228.4900055,340.3500061,94.6289978,76.98899841,32.0890007,8.884200096,26.66399956,7.015200138,18.65299988,1.616899967,32.50899887,13.79699993,24.19000053,1.175899982,18.53199959,2.245599985,4.942500114,2.274100065,0.010526,0.825670004,0.093107,54.30400085,43.38899994,62.76399994,53.31600189,25.24900055,59.63800049,21.90099907,40.70399857,34.08800125,47.47600174,47.26399994,40.70500183,18.84600067
181,0.256229997,3670.5,4464,9.225199699,26.62199974,42.11999893,2705.899902,75.56099701,120.4100037,0.342979997,80.01300049,51.3730011,2634.399902,25.83300018,51.59400177,3103.600098,22.62599945,65.66899872,230.2599945,340.1900024,94.63899994,77.2480011,32.0890007,8.884200096,26.66399956,7.015200138,18.65299988,1.616899967,32.50899887,13.79699993,24.19000053,1.175899982,18.53199959,2.245599985,4.942500114,2.274100065,0.010526,0.825670004,0.093107,54.30400085,43.38899994,63.11199951,53.60699844,25.22699928,62.40399933,21.86199951,40.41799927,42.14199829,50.22399902,47.13199997,41.2820015,18.89100075
182,0.251410007,3605.899902,4525.5,9.256899834,26.99200058,42.76300049,2706.399902,75.33300018,120.3600006,0.333359987,80.16100311,47.82899857,2635.5,25.85199928,49.70800018,3103.699951,22.90500069,65.70300293,229.9600067,340.1700134,94.71099854,77.18099976,32.17300034,8.768600464,26.8409996,7.01609993,18.72100067,1.594499946,32.66999817,13.68400002,24.29899979,1.278100014,18.70100021,2.232500076,4.880199909,2.269299984,0.010526,0.825670004,0.093107,54.30400085,43.38899994,63.3390007,54.15599823,24.54400063,61.53499985,22.24200058,39.88800049,31.71100044,45.85900116,47.18399811,40.26699829,18.22699928
183,0.250910014,3655.899902,4524.600098,9.288999557,26.77199936,42.55400085,2705.300049,75.72299957,120.4100037,0.331,80.05599976,50.19400024,2633.899902,25.59000015,48.46300125,3102.5,22.27199936,65.73100281,227.4400024,340.2600098,94.7559967,76.94599915,32.17300034,8.768600464,26.8409996,7.01609993,18.72100067,1.594499946,32.66999817,13.68400002,24.29899979,1.278100014,18.70100021,2.232500076,4.880199909,2.269299984,0.010526,0.825670004,0.093107,54.30400085,43.38899994,62.47800064,54.16600037,24.59300041,59.81600189,22.03000069,40.17599869,38.67200089,42.97800064,47.43199921,41.31600189,19.75200081
184,0.242200002,3637,4520.799805,9.217000008,26.85199928,42.46099854,2705.100098,74.67700195,120.3899994,0.321040004,80.02600098,50.39799881,2633.699951,24.11499977,50.72200012,3102,22.3239994,65.7539978,229.9299927,340.25,94.73999786,77.21600342,31.93199921,9.044699669,26.55900002,6.833799839,18.67200089,1.64320004,32.65200043,13.57800007,24.79100037,1.328799963,18.96500015,2.242599964,4.84469986,2.188199997,0.010526,0.825670004,0.093107,54.30400085,43.38899994,62.66899872,54.06100082,23.97299957,59.70100021,21.85000038,38.24599838,39.27099991,48.20399857,47.23500061,40.18999863,19.62199974
185,0.243340001,3642.699951,4514.299805,9.386500359,27.11100006,42.05400085,2704.600098,76.10299683,120.3899994,0.320780009,80.01999664,49.04299927,2632.800049,24.62299919,50.78699875,3103.300049,23.39500046,65.68699646,226.0099945,339.7600098,94.83699799,76.94499969,31.93199921,9.044699669,26.55900002,6.833799839,18.67200089,1.64320004,32.65200043,13.57800007,24.79100037,1.328799963,18.96500015,2.242599964,4.84469986,2.188199997,0.0020085,0.84048003,0.114069998,53.66600037,44.32600021,62.5719986,54.13899994,23.86100006,56.90499878,22.04000092,38.27799988,35.2840004,48.35599899,47.26599884,40.55699921,17.09900093
186,0.268680006,3683,4502.799805,9.312399864,26.83499908,42.63999939,2705.800049,75.47000122,120.4199982,0.308730006,80.0759964,48.28499985,2634.600098,25.18799973,50.64099884,3104.399902,22.58300018,65.66600037,228.4400024,339.5499878,94.59200287,77.10700226,31.9090004,8.899700165,26.59499931,7.106400013,18.91399956,1.637300014,32.78499985,13.66399956,24.15299988,1.350700021,18.47100067,2.282799959,4.811500072,2.27579999,0.0020085,0.84048003,0.114069998,53.66600037,44.32600021,63.43700027,54.4090004,26.22500038,60.21500015,21.90500069,36.64199829,33.05199814,48.01900101,46.92699814,41.21500015,19.02599907
187,0.266629994,3702,4542.5,9.199500084,26.64800072,41.99200058,2706.5,75.08799744,120.4100037,0.311650008,80.08100128,48.50799942,2634,26.07799911,49.49200058,3104.300049,23.08799934,65.68099976,230.6100006,339.6700134,94.77899933,77.18299866,31.9090004,8.899700165,26.59499931,7.106400013,18.91399956,1.637300014,32.78499985,13.66399956,24.15299988,1.350700021,18.47100067,2.282799959,4.811500072,2.27579999,0.0020085,0.84048003,0.114069998,53.66600037,44.32600021,63.11000061,53.93500137,26.42700005,61.60499954,21.6590004,36.28499985,33.70999908,45.35900116,46.60900116,41.0870018,17.82500076
188,0.272100002,3570.800049,4498.200195,9.250800133,26.81900024,41.94900131,2704,75.03500366,120.4100037,0.319620013,79.96399689,48.53300095,2632.100098,25.50600052,52.11700058,3103.100098,22.79100037,65.64700317,228.9400024,339.4500122,94.61499786,77.06600189,31.93300056,8.88809967,26.60000038,6.90530014,19.0890007,1.620200038,32.45600128,13.67099953,24.50900078,1.453600049,18.51600075,2.288000107,4.805300236,2.27579999,0.0020085,0.84048003,0.114069998,53.66600037,44.32600021,62.89300156,53.86800003,26.86899948,60.39199829,21.60700035,37.31000137,33.7820015,51.43299866,46.63600159,40.83300018,18.55200005
189,0.272020012,3606.899902,4501.700195,9.266400337,27.33600044,41.83399963,2702.899902,76.0019989,120.3700027,0.314859986,79.89399719,50.83000183,2632,24.39999962,50.36600113,3101.600098,23.76099968,65.625,226.9499969,339.6400146,94.96299744,76.88400269,31.93300056,8.88809967,26.60000038,6.90530014,19.0890007,1.620200038,32.45600128,13.67099953,24.50900078,1.453600049,18.51600075,2.288000107,4.805300236,2.27579999,0.0020085,0.84048003,0.114069998,53.66600037,44.32600021,62.27099991,53.82699966,26.87700081,61.01100159,22.14500046,37.89099884,40.54299927,47.38000107,46.69400024,40.28900146,16.27899933
190,0.273889989,3648.300049,4477.600098,9.352000237,27.20499992,42.43099976,2704,74.25,120.4000015,0.31408,79.89399719,51.2120018,2632.300049,26.30699921,48.17499924,3102.399902,21.97400093,65.58300018,226.6499939,339.5700073,94.70899963,76.93199921,32.29499817,8.885399818,26.71100044,6.800799847,18.83099937,1.624300003,33.14199829,14.01900005,24.41600037,1.17110002,18.9109993,2.253099918,4.828499794,2.289200068,0.022056,0.846189976,0.094368003,52.84799957,44.35300064,63.20700073,53.64699936,26.78700066,58.54800034,21.95899963,37.94900131,41.66600037,42.31000137,46.97800064,40.81399918,20.53199959
191,0.273189992,3661.800049,4477.700195,9.262399673,26.83399963,42.1609993,2706,76.0719986,120.4000015,0.31922999,80.1230011,48.85800171,2635,24.37199974,50.61399841,3104.199951,22.28199959,65.55599976,227.5700073,339.7000122,94.77999878,77.51899719,32.29499817,8.885399818,26.71100044,6.800799847,18.83099937,1.624300003,33.14199829,14.01900005,24.41600037,1.17110002,18.9109993,2.253099918,4.828499794,2.289200068,0.022056,0.846189976,0.094368003,52.84799957,44.35300064,62.97399902,53.64599991,26.85700035,60.7859993,22.1989994,37.32099915,34.73899841,47.95600128,46.94100189,40.80899811,19.75499916
192,0.238260001,3674.899902,4498.5,9.430399895,27.08099937,42.13999939,2705.800049,75.26499939,120.4199982,0.353720009,80.29000092,49.97900009,2633.899902,24.64999962,49.13199997,3104,23.41500092,65.64199829,230.4700012,339.4400024,94.61100006,77.34500122,32.02099991,8.94260025,26.54199982,7.013299942,18.92300034,1.628900051,32.6269989,13.87800026,24.53800011,1.192000031,18.14900017,2.264899969,4.725399971,2.262000084,0.022056,0.846189976,0.094368003,52.84799957,44.35300064,63.69300079,54,23.55200005,60.29100037,21.8239994,42.45100021,38.03900146,44.52600098,46.72200012,41.19900131,17.05999947
193,0.238319993,3713.199951,4525,9.46420002,27.00099945,42.12200165,2702.100098,76.03800201,120.3899994,0.354689986,80.19200134,51.24700165,2629.399902,24.01300049,49.99599838,3101.5,22.87100029,65.69100189,228.5800018,339.1499939,94.6780014,77.20500183,32.02099991,8.94260025,26.54199982,7.013299942,18.92300034,1.628900051,32.6269989,13.87800026,24.53800011,1.192000031,18.14900017,2.264899969,4.725399971,2.262000084,0.022056,0.846189976,0.094368003,52.84799957,44.35300064,63.0340004,53.68299866,23.54700089,59.55500031,21.52499962,42.33399963,41.77000046,46.52500153,46.92699814,41.04000092,18.35700035
194,0.26789999,3617.600098,4472.299805,9.177100182,27.4260006,42.18000031,2700.199951,74.85800171,120.4100037,0.339139998,80.17099762,49.20899963,2628.100098,26.16799927,49.64400101,3100.899902,22.79000092,65.70500183,228.5500031,338.5100098,94.69499969,77.07700348,32.21300125,8.930000305,26.88500023,7.070799828,18.38299942,1.664000034,32.74000168,13.7489996,24.08699989,1.299399972,18.25200081,2.270999908,4.852000237,2.269099951,0.022056,0.846189976,0.094368003,52.84799957,44.35300064,62.79199982,54.06900024,25.91900063,60.6609993,21.64999962,40.64699936,35.77099991,45.71099854,46.96699905,40.47200012,18.56100082
195,0.264829993,3663.800049,4465.600098,9.41479969,26.64100075,41.96099854,2700.600098,75.76000214,120.4000015,0.33682999,80.18399811,51.0379982,2628.699951,25.32699966,48.4129982,3099.699951,23.78100014,65.70800018,229.5899963,338.9100037,94.81900024,77.26799774,32.21300125,8.930000305,26.88500023,7.070799828,18.38299942,1.664000034,32.74000168,13.7489996,24.08699989,1.299399972,18.25200081,2.270999908,4.852000237,2.269099951,0.028272999,0.844309986,0.112779997,54.54800034,42.97100067,61.99599838,54.14899826,26.22100067,60.84799957,21.52000046,40.93000031,41.15499878,42.86199951,47.07099915,40.84000015,16.1970005
196,0.247299999,3590.899902,4568.100098,9.265399933,26.84300041,42.21300125,2699,75.56300354,120.3799973,0.324589998,80.11399841,51.18500137,2627.300049,25.84900093,48.94800186,3099.300049,22.60300064,65.71299744,230.1300049,338.9899902,94.83999634,77.27799988,31.78700066,8.896800041,26.23600006,6.96089983,19.23699951,1.645099998,32.5359993,13.93200016,24.31599998,1.089900017,18.60499954,2.234100103,4.892399788,2.247699976,0.028272999,0.844309986,0.112779997,54.54800034,42.97100067,62.59600067,54.26900101,24.43099976,62.07799911,21.59900093,38.94100189,41.58599854,44.09899902,47.13199997,39.98300171,19.00099945
